Id,CNPJ,CPF,Nome,Ativo,Recadastrado,Município,UF,Natureza Jurídica,Porte da Empresa,Ramo do Negócio,Unidade Cadastradora,CNAE,CNAE Secundário,Habilitado a Licitar
234,00.028.986/0007-01,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,57053: Vitória,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
235,00.028.986/0009-65,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,93734: Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
236,00.028.986/0010-07,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
237,00.028.986/0011-80,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,47333: Juiz de Fora,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
238,00.028.986/0012-60,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
239,00.028.986/0013-41,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,90514: Campo Grande,MS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
240,00.028.986/0014-22,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,90670: Cuiabá,MT,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4669999: COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS,,Sim
241,00.028.986/0015-03,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,4278: Belém,PA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim
242,00.028.986/0016-94,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,25313: Recife,PE,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim
243,00.028.986/0017-75,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,75353: Curitiba,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim
244,00.028.986/0018-56,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,76678: Londrina,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
245,00.028.986/0019-37,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,76910: Maringá,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
246,00.028.986/0020-70,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim
247,00.028.986/0025-85,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,58653: Niterói,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
248,00.028.986/0026-66,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,58777: Petrópolis,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
249,00.028.986/0027-47,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,59250: Volta Redonda,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
250,00.028.986/0030-42,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,88013: Porto Alegre,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
251,00.028.986/0032-04,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,87912: Pelotas,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
252,00.028.986/0033-95,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,80390: Balneário Camboriú,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
253,00.028.986/0034-76,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,81051: Florianópolis,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
254,00.028.986/0035-57,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,31054: Aracaju,SE,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
255,00.028.986/0036-38,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,70718: Santos,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
256,00.028.986/0040-14,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,64750: Guarujá,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
257,00.028.986/0053-39,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,62197: Bauru,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
258,00.028.986/0054-10,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,62910: Campinas,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
259,00.028.986/0056-81,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,66192: Jundiai,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
260,00.028.986/0057-62,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,68756: Piracicaba,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
261,00.028.986/0058-43,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,69698: Ribeirão Preto,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
262,00.028.986/0059-24,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,70998: São José dos Campos,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
263,00.028.986/0060-68,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,70971: São José do Rio Preto,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
264,00.028.986/0061-49,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,71455: Sorocaba,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
265,00.028.986/0066-53,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,80470: Blumenau,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
266,00.028.986/0071-10,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,85995: Caxias do Sul,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
267,00.028.986/0074-63,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,86371: Erechim,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
268,00.028.986/0146-72,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,71072: São Paulo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim
269,00.028.986/0147-53,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,76678: Londrina,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim
270,00.028.986/0172-64,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,27855: Maceió,AL,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim
271,00.028.986/0176-98,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,77771: Ponta Grossa,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
272,00.029.052/0001-90,,RAIMECK INDUSTRIA E COMERCIO LTDA,Sim,,71072: São Paulo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2869100: FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL ESPECÍFICO NÃO ESPECIFICADOS ANTERIORMENTE, PEÇAS E ACESSÓRIOS",,Sim
273,00.029.160/0001-63,,AGRO COMERCIAL DA VARGEM LTDA,Sim,,62812: Caieiras,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4691500: COMÉRCIO ATACADISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS",,Sim
275,00.029.372/0001-40,,GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARE,Sim,,71072: São Paulo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4664800: COMÉRCIO ATACADISTA DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA USO ODONTO-MÉDICO-HOSPITALAR; PARTES E PEÇAS",,Sim
276,00.029.372/0002-21,,GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARE,Sim,,43710: Contagem,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2660400: FABRICAÇÃO DE APARELHOS ELETROMÉDICOS E ELETROTERAPÊUTICOS E EQUIPAMENTOS DE IRRADIAÇÃO,,Sim
277,00.029.372/0003-02,,GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARE,Sim,,62138: Barueri,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4664800: COMÉRCIO ATACADISTA DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA USO ODONTO-MÉDICO-HOSPITALAR; PARTES E PEÇAS",,Sim
278,00.029.372/0004-93,,GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARE,Não,,25313: Recife,PE,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4664800: COMÉRCIO ATACADISTA DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA USO ODONTO-MÉDICO-HOSPITALAR; PARTES E PEÇAS",,Sim
279,00.029.412/0001-54,,A.C.I. NETWORK GUEDES LTDA,Sim,,65897: Jacareí,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4751201: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,,Sim
280,00.029.466/0001-10,,SKYNET COMERCIO E REPRESENTACOES DE INFORMATICA LTDA,Sim,,71072: São Paulo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6204000: CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,,Sim
282,,***.297.828-**,SEBASTIAO LUIS GARCIA JUNIOR,Sim,,70890: São Joaquim da Barra,SP,,1: MICROEMPRESA,,,,,Sim
283,00.029.828/0001-72,,MIDIA COMERCIO E EVENTOS ARTISTICOS LTDA,Sim,,64696: Guaratinguetá,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8592903: ENSINO DE MÚSICA,,Sim
284,00.029.837/0001-63,,YBEL EQUIPAMENTOS LTDA,Não,,71072: São Paulo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4663000: COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL; PARTES E PEÇAS,,Sim
287,00.030.166/0001-50,,M.M.V.B. DECORACOES E COMERCIO DE TECIDOS LTDA,Sim,,71072: São Paulo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4759801: COMÉRCIO VAREJISTA DE ARTIGOS DE TAPEÇARIA, CORTINAS E PERSIANAS",,Sim
288,00.030.559/0001-64,,ENTERNET-INFORMATICA LTDA,Não,,70750: São Bernardo do Campo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4651601: COMÉRCIO ATACADISTA DE EQUIPAMENTOS DE INFORMÁTICA,,Sim
290,,***.306.080-**,PAULA MARTELLO NAZAR,Sim,,85596: Cachoeira do Sul,RS,,1: MICROEMPRESA,,,,,Sim
293,00.031.195/0001-37,,ELETRICA ARAUJO COMERCIAL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4742300: COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,,Sim
294,00.031.377/0001-08,,LABORATORIO DE ANALISES DA CLINICA SANTA MARIA LTDA,Sim,,93971: Ipameri,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8640202: LABORATÓRIOS CLÍNICOS,,Sim
296,00.032.227/0001-19,,SANTA HELENA URBANIZACAO E OBRAS SA,Não,,97012: BRASÍLIA,DF,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,7820500: LOCAÇÃO DE MÃO-DE-OBRA TEMPORÁRIA,,Sim
300,00.033.241/0001-37,,VITRAL VIDROS PLANOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2311700: FABRICAÇÃO DE VIDRO PLANO E DE SEGURANÇA,,Sim
302,00.033.613/0003-97,,SANTA IZABEL TRANSPORTES E TURISMO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4922102: TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, INTERESTADUAL",,Sim
304,00.033.757/0001-81,,GEOAMBIENTE SENSORIAMENTO REMOTO LTDA,Sim,,70998: São José dos Campos,SP,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,7119702: ATIVIDADES DE ESTUDOS GEOLÓGICOS,,Sim
305,,***.338.271-**,GUSTAVO CAPITANIO BETELLA,Sim,,6335: Novo Progresso,PA,,1: MICROEMPRESA,,,,,Sim
306,00.034.262/0001-77,,HOSPITAL CANTO DO FORTE S/S LTDA,Não,,69213: Praia Grande,SP,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,"8610101: ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO-SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS",,Sim
308,00.034.862/0001-35,,RODRIGUES DIAS ENGENHARIA CIVIL LTDA,Sim,,70718: Santos,SP,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
318,00.038.174/0001-43,,FUNDACAO UNIVERSIDADE DE BRASILIA,Sim,,97012: BRASÍLIA,DF,38: FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO FEDERAL,2: null,,,8531700: EDUCAÇÃO SUPERIOR - GRADUAÇÃO,,Sim
321,00.038.620/0001-10,,VERTICAL CONSTRUCOES E MONTAGENS INDUSTRIAIS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim
322,,***.388.460-**,FREDERICO DOELER,Sim,,88412: Santa Maria,RS,,1: MICROEMPRESA,,,,,Sim
325,00.039.404/0001-99,,H & F VIGILANCIA E SEGURANCA LTDA,Sim,,92630: Barro Alto,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8011101: ATIVIDADES DE VIGILÂNCIA E SEGURANÇA PRIVADA,,Sim
326,,***.400.290-**,ANTONIO CHAVES BARCELLOS,Não,,88013: Porto Alegre,RS,,1: MICROEMPRESA,,,,,Sim
329,00.041.327/0001-01,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6462000: HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,,Sim
330,00.041.327/0006-16,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,93734: Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
331,00.041.327/0010-00,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
334,00.041.327/0019-30,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,90352: Barra do Garças,MT,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
335,00.041.327/0021-55,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,4839: Marabá,PA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
337,00.041.327/0024-06,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,94331: Jataí,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
338,00.041.327/0025-89,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,43656: Conselheiro Lafaiete,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
339,00.041.327/0026-60,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,47333: Juiz de Fora,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
340,00.041.327/0027-40,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,7234: Bacabal,MA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
341,00.041.327/0029-02,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,11592: Picos,PI,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
342,00.041.327/0030-46,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,53430: Sete Lagoas,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
344,00.041.327/0035-50,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,93254: Cristalina,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
345,00.041.327/0036-31,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,39934: Teixeira de Freitas,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
346,00.041.327/0037-12,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,9610: Açailândia,MA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
347,00.041.327/0038-01,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
348,00.041.327/0039-84,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,93971: Ipameri,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
349,00.041.327/0040-18,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,97330: Palmas,TO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
351,00.041.327/0043-60,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Sim,,9610: Açailândia,MA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2212900: REFORMA DE PNEUMÁTICOS USADOS,,Sim
353,00.041.327/0046-03,,CURINGA EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,57037: Vila Velha,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530705: COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
356,00.042.291/0001-80,,CONCRETA ENGENHARIA E COMERCIO LTDA,Sim,,95559: Porangatu,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
360,,***.432.144-**,JOSE AMERICO RODRIGUES,Não,,25313: Recife,PE,,1: MICROEMPRESA,,,,,Sim
361,00.043.471/0001-87,,CONSTRUTORA VILLELA E CARVALHO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
369,,***.465.821-**,NILSON GUILHERME CAMARA REBORDAO,Sim,,97012: BRASÍLIA,DF,,1: MICROEMPRESA,,,,,Sim
370,,***.470.330-**,DAIANE LEAL DA SILVA DE LIMA,Sim,,87912: Pelotas,RS,,1: MICROEMPRESA,,,,,Sim
375,00.048.785/0001-72,,INDAIA BRASIL AGUAS MINERAIS LTDA,Sim,,13897: Fortaleza,CE,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1121600: FABRICAÇÃO DE ÁGUAS ENVASADAS,,Sim
376,00.048.785/0003-34,,INDAIA BRASIL AGUAS MINERAIS LTDA,Sim,,13897: Fortaleza,CE,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1121600: FABRICAÇÃO DE ÁGUAS ENVASADAS,,Sim
